암호화요양기호,요양기관명,기타인력코드,기타인력코드명,기타인력수
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz,365대형약국,71,약사,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,365돌고래약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQzIyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz,365동서약국,71,약사,1
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMTkxIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,365드림약국,71,약사,3
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,365드림약국,71,약사,3
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ5MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,365라피에스타약국,71,약사,3
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzExIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,365마리나약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz,365마트약국,72,한약사,1
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,365매일약국,72,한약사,1
JDQ4MTYyMiM4MSMkMSMkOCMkMDMkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE0ODEjNTEjJDEjJDIjJDgz,365매일약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,365매일약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNDEjJDEjJDQjJDgz,365매일약국,71,약사,1
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNTEjJDEjJDYjJDgz,365명지약국,71,약사,1
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,365문화전당약국,72,한약사,1
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxOTYxIzExIyQxIyQ3IyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz,365물금약국,71,약사,1
JDU4MTI3MSM2MSMkMSMkMiMkMDMkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,365미르약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzIxIyQxIyQxIyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,365미소약국,71,약사,1
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,365미장약국,71,약사,1
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,365미장약국,72,한약사,1
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,365바른약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz,365박달온누리약국,71,약사,3
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkMzgxNzAyIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjNTEjJDEjJDYjJDgz,365밝은약국,71,약사,5
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,365밝은약국,71,약사,1
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ2MiQyNjEyMjIjODEjJDEjJDIjJDgz,365백세약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzMxIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,365백화점온누리약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkOCMkMDMkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,365베스트약국,71,약사,1
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,365변동매일약국,72,한약사,1
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNTEjJDEjJDIjJDgz,365별빛약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjODEjJDEjJDIjJDgz,365별약국,71,약사,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQzIyQwMyQyNjE4MzIjODEjJDEjJDYjJDgz,365보건약국,72,한약사,1
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQ2MiQyNjEyMjIjNDEjJDEjJDgjJDgz,365보배약국,71,약사,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjNjEjJDEjJDgjJDgz,365봄날약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,365봉담약국,71,약사,6
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,365부평프라자약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQxIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,365비타민약국,72,한약사,1
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,365사랑약국,71,약사,2
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNjEjJDEjJDgjJDgz,365샘약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,365서초메트로약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNTEjJDEjJDYjJDgz,365선유약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,365세심당약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNzEjJDEjJDgjJDgz,365송파고은약국,71,약사,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,365수정메디약국,71,약사,1
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzQxIyQxIyQ3IyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,365스마일약국,71,약사,2
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjE4MzIjNTEjJDEjJDIjJDgz,365스마일약국,71,약사,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQxIyQxIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,365스마일약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,365스마일약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjE0ODEjNjEjJDEjJDgjJDgz,365시티약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxOTYxIzUxIyQxIyQ1IyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz,365시티약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,365아라약국,71,약사,3
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,365약국,71,약사,2
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,365약국,71,약사,2
JDQ4MTYyMiM1MSMkMSMkOCMkMDMkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,365약국,71,약사,1
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,365약국,71,약사,1
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjODEjJDEjJDYjJDgz,365약국,71,약사,1
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkMzgxOTYxIzQxIyQyIyQ3IyQwMCQyNjEyMjIjODEjJDEjJDYjJDgz,365약국,71,약사,1
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjODEjJDEjJDYjJDgz,365약국,71,약사,1
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,365약국,71,약사,1
JDQ4MTYyMiM4MSMkMSMkOCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,365약국,72,한약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDQjJDgz,365약국,71,약사,2
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQxIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,365약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxNzAyIzExIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,365약국,71,약사,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQyIyQxIyQwMCQ0NjE0ODEjNjEjJDEjJDAjJDgz,365약국,71,약사,4
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNjEjJDEjJDQjJDgz,365약국,71,약사,3
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,365약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzIxIyQxIyQ1IyQ4OSQzNjE4MzIjNTEjJDEjJDYjJDgz,365약국,71,약사,3
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,365언제나약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzUxIyQxIyQxIyQ3OSQyNjEwMDIjODEjJDEjJDIjJDgz,365에펠약국,72,한약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,365여의나루약국,72,한약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzUxIyQxIyQxIyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,365역삼역약국,71,약사,1
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz,365연산온누리약국,71,약사,3
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzUxIyQxIyQxIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,365연약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQxIyQ3MiQyNjE4MzIjNTEjJDEjJDIjJDgz,365열린동대문약국,72,한약사,1
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkNTgxMzUxIzExIyQxIyQ3IyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,365열린약국,71,약사,1
JDQ4MTYyMiM1MSMkMSMkNCMkMDMkMzgxOTYxIzUxIyQxIyQxIyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,365열린약국,71,약사,2
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,365열린약국,71,약사,1
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,365열린약국,71,약사,1
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz,365열린약국,71,약사,1
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxNzAyIzIxIyQxIyQxIyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz,365열린약국,71,약사,4
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,365열린약국,72,한약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,365열린약국,71,약사,3
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzExIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,365열린약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,365열린약국,71,약사,2
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,365열린약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzUxIyQxIyQxIyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz,365열린약국,71,약사,4
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,365열린약국,71,약사,2
JDQ4MTg4MSM1MSMkMSMkOCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,365열린약국,71,약사,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,365열린약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzMxIyQxIyQ3IyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,365열린약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzExIyQxIyQzIyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,365열린약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,365열린약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzQxIyQxIyQ3IyQ2MiQ0NjE0ODEjODEjJDEjJDIjJDgz,365열린약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjODEjJDEjJDYjJDgz,365열린온누리약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,365열린온약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzExIyQxIyQ3IyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,365열린큰약국,71,약사,1
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjE4MzIjODEjJDEjJDIjJDgz,365열시약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,365영통탑약국,71,약사,1
JDQ4MTYyMiM4MSMkMSMkOCMkMDMkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjEwMDIjODEjJDEjJDYjJDgz,365온누리약국,71,약사,4
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxNzAyIzMxIyQxIyQzIyQxMyQzNjE0ODEjNjEjJDEjJDQjJDgz,365올리브약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,365올바른약국,71,약사,3
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkMzgxNzAyIzMxIyQxIyQzIyQwMyQzNjEyMjIjNjEjJDEjJDQjJDgz,365용문약국,72,한약사,1
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjEwMDIjNTEjJDEjJDYjJDgz,365용호제일큰약국,71,약사,3
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,365우리약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,365우리약국,72,한약사,1
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNDEjJDEjJDQjJDgz,365웃장대형약국,71,약사,3
JDU4MTI3MSM1MSMkMSMkMCMkMDMkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,365웰스팜약국,71,약사,3
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDgjJDgz,365인후대형온누리약국,71,약사,1
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,365일 정성약국,71,약사,1
JDQ4MTYyMiM2MSMkMSMkMiMkMDMkNDgxMzUxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNDEjJDEjJDgjJDgz,365일바른약국,72,한약사,1
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxMTkxIzIxIyQxIyQxIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,365일박사약국,72,한약사,1
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxMTkxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,365일연향대형약국,71,약사,1
JDQ4MTYyMiM2MSMkMSMkNiMkMDMkMzgxOTYxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,365일행복한약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,365자양미소약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz,365자연약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzMxIyQxIyQ3IyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,365정약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,365정화약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz,365조은약국,71,약사,1
JDQ4MTYyMiM1MSMkMSMkMCMkMDMkMzgxNzAyIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,365종로약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzUxIyQxIyQxIyQ5MiQ0NjE0ODEjODEjJDEjJDIjJDgz,365종로약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzExIyQxIyQzIyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,365종로온누리약국,71,약사,2
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,365중앙약국,72,한약사,1
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQyIyQ5IyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz,365지키미약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQxIyQxIyQwMyQzNjEyMjIjNjEjJDEjJDAjJDgz,365진약국,71,약사,1
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,365청솔약국,71,약사,6
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzMxIyQxIyQzIyQwMyQzNjEwMDIjODEjJDEjJDYjJDgz,365칠곡대구제일큰약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,365케어약국,71,약사,1
JDQ4MTYyMiM4MSMkMSMkNCMkMDMkNDgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,365큰솔약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNjEjJDEjJDAjJDgz,365팜프라자약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,365편한약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjODEjJDEjJDIjJDgz,365프라자약국,71,약사,1
JDQ4MTYyMiM4MSMkMSMkMCMkMDMkNDgxOTYxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,365하나로약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzIxIyQxIyQxIyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz,365하나로약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzExIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,365해피약국,71,약사,1
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDgjJDgz,365햇살약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxNzAyIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,365햇살약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNDgxOTYxIzMxIyQxIyQ3IyQ5MiQ0NjE0ODEjODEjJDEjJDYjJDgz,365행복약국,72,한약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,365행복약국,71,약사,1
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,365행복약국,71,약사,1
JDQ4MTYyMiM3MSMkMSMkMCMkMDMkMzgxNzAyIzUxIyQxIyQxIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,365화목약국,72,한약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ1IyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz,365회기역약국,72,한약사,1
JDQ4MTAxMiM1MSMkMSMkMCMkMDMkNDgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNzEjJDEjJDgjJDgz,3층 봄날약국,71,약사,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMzUxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDYjJDgz,3층 온누리약국,71,약사,5
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxOTYxIzIxIyQxIyQ5IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,3층 조은약국,71,약사,2
JDU4MTI3MSM1MSMkMSMkMCMkMDMkNDgxMTkxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,3층365약국,71,약사,1
JDQ4MTg4MSM1MSMkMSMkNCMkMDMkNTgxMzUxIzIxIyQxIyQ5IyQ5MiQyNjEyMjIjNTEjJDEjJDYjJDgz,3층건약국,71,약사,1
